,_id,price,bedroom,bathroom,area,district,city,releaseDate,id
1467,{'$oid': '65f30e0a1de011f071ed0e2e'},{'$numberLong': '4900000000'},4,3,219,MEGAMENDUNG,KAB. BOGOR,2024/03/14,910978862
1468,{'$oid': '65f30e0a1de011f071ed0e2f'},520000000,2,2,60,PEKANBARU KOTA,KOTA PEKANBARU,2024/03/14,917901184
1469,{'$oid': '65f30e0a1de011f071ed0e30'},240000000,2,1,30,PANCORAN MAS,KOTA DEPOK,2024/03/14,917901164
1470,{'$oid': '65f30e0a1de011f071ed0e31'},1300000000,3,2,70,CILANDAK,JAKARTA SELATAN,2024/03/14,917901161
1471,{'$oid': '65f30e0a1de011f071ed0e32'},841000000,2,2,55,TOMANG,JAKARTA BARAT,2024/03/14,917901153
1472,{'$oid': '65f30e0a1de011f071ed0e33'},600000000,3,2,170,SAWANGAN,KOTA DEPOK,2024/03/14,917901063
1473,{'$oid': '65f30e0a1de011f071ed0e34'},841000000,2,2,55,PANCORAN,JAKARTA SELATAN,2024/03/14,917901032
1474,{'$oid': '65f30e0a1de011f071ed0e35'},{'$numberLong': '4500000000'},4,5,200,BEKASI BARAT,KOTA BEKASI,2024/03/14,910897606
1475,{'$oid': '65f30e0a1de011f071ed0e36'},400000000,2,1,45,PEKANBARU KOTA,KOTA PEKANBARU,2024/03/14,917901019
1476,{'$oid': '65f30e0a1de011f071ed0e37'},{'$numberLong': '3100000000'},5,3,280,BATUNUNGGAL,KOTA BANDUNG,2024/03/14,917901007
1477,{'$oid': '65f30e0a1de011f071ed0e38'},1250000000,2,1,60,GUNUNG PUTRI,KAB. BOGOR,2024/02/19,916722567
1478,{'$oid': '65f30e0a1de011f071ed0e39'},491000000,2,1,30,BOJONGGEDE,KAB. BOGOR,2024/01/10,914786374
1479,{'$oid': '65f30e0a1de011f071ed0e3a'},{'$numberLong': '4900000000'},3,2,330,SUKOMANUNGGAL,KOTA SURABAYA,2024/03/07,917518898
1480,{'$oid': '65f30e0a1de011f071ed0e3b'},1550000000,2,2,100,PASAR REBO,JAKARTA TIMUR,2024/02/25,916986494
1481,{'$oid': '65f30e0a1de011f071ed0e3c'},1100000000,3,2,70,BEKASI BARAT,KOTA BEKASI,2024/03/14,910819543
1482,{'$oid': '65f30e0a1de011f071ed0e3d'},595000000,2,1,45,LIMO,KOTA DEPOK,2024/03/14,917901001
1483,{'$oid': '65f30e0a1de011f071ed0e3e'},1400000000,4,2,97,WONOCOLO,KOTA SURABAYA,2024/03/14,917900991
1484,{'$oid': '65f30e0a1de011f071ed0e3f'},800000000,2,1,32,KEMBANGAN,JAKARTA BARAT,2024/03/14,917900980
1485,{'$oid': '65f30e0a1de011f071ed0e40'},240000000,2,1,30,TANJUNG BARAT,JAKARTA SELATAN,2024/03/14,917900979
1486,{'$oid': '65f30e0a1de011f071ed0e41'},445000000,2,1,36,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917900975
1487,{'$oid': '65f30e0a1de011f071ed0e42'},{'$numberLong': '2800000000'},4,3,120,BOJONGLOA KIDUL,KOTA BANDUNG,2024/03/14,917900967
1488,{'$oid': '65f30e0a1de011f071ed0e43'},240000000,2,1,30,JAGAKARSA,JAKARTA SELATAN,2024/03/14,917900945
1489,{'$oid': '65f30e0a1de011f071ed0e44'},245000000,2,1,60,BANYUWANGI,KAB. BANYUWANGI,2024/03/14,910698518
1490,{'$oid': '65f30e0a1de011f071ed0e45'},250000000,2,1,50,BANYUWANGI,KAB. BANYUWANGI,2024/03/14,906640198
1491,{'$oid': '65f30e0a1de011f071ed0e46'},1450000000,3,2,110,BATUNUNGGAL,KOTA BANDUNG,2024/03/14,917900898
1492,{'$oid': '65f30e0a1de011f071ed0e47'},498000000,2,2,92,PONDOK AREN,KOTA TANGERANG SELATAN,2024/01/30,915671720
1493,{'$oid': '65f30e0a1de011f071ed0e48'},1365000000,3,2,90,DUREN SAWIT,JAKARTA TIMUR,2024/03/10,917687053
1494,{'$oid': '65f30e0a1de011f071ed0e49'},1250000000,5,3,210,PASAR KEMIS,KAB. TANGERANG,2024/02/21,916810824
1495,{'$oid': '65f30e0a1de011f071ed0e4a'},{'$numberLong': '4650000000'},5,3,465,WIYUNG,KOTA SURABAYA,2024/02/01,915915566
1496,{'$oid': '65f30e0a1de011f071ed0e4b'},240000000,2,1,30,PASAR MINGGU,JAKARTA SELATAN,2024/03/14,917900894
1497,{'$oid': '65f30e0a1de011f071ed0e4c'},1200000000,3,2,135,LAKARSANTRI,KOTA SURABAYA,2024/03/14,917900890
1498,{'$oid': '65f30e0a1de011f071ed0e4d'},535000999,2,1,40,CINERE,KOTA DEPOK,2024/03/14,917900882
1499,{'$oid': '65f30e0a1de011f071ed0e4e'},585000000,2,1,105,TAMAN,KAB. SIDOARJO,2024/03/14,910885728
1500,{'$oid': '65f30e0a1de011f071ed0e4f'},{'$numberLong': '2650000000'},3,3,117,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,917900858
1501,{'$oid': '65f30e0a1de011f071ed0e50'},{'$numberLong': '4600000000'},5,4,250,GAYUNGAN,KOTA SURABAYA,2024/03/14,910946751
1502,{'$oid': '65f30e0a1de011f071ed0e51'},240000000,2,1,30,PANCORAN,JAKARTA SELATAN,2024/03/14,917900851
1503,{'$oid': '65f30e0a1de011f071ed0e52'},{'$numberLong': '7999999999'},5,5,700,CINERE,KOTA DEPOK,2024/03/14,917900841
1504,{'$oid': '65f30e0a1de011f071ed0e53'},1980000000,3,3,102,DENPASAR BARAT,KOTA DENPASAR,2024/03/14,917900840
1505,{'$oid': '65f30e0a1de011f071ed0e54'},841000000,2,2,55,CILANDAK,JAKARTA SELATAN,2024/03/14,917900831
1506,{'$oid': '65f30e0a1de011f071ed0e55'},240000000,2,1,30,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/14,917900816
1507,{'$oid': '65f30e0a1de011f071ed0e56'},1200000000,3,2,90,TANAH SAREAL,KOTA BOGOR,2024/03/05,917440054
1508,{'$oid': '65f30e0a1de011f071ed0e57'},28000000,1,1,21,CIPONDOH,KOTA TANGERANG,2024/02/25,914040593
1509,{'$oid': '65f30e0a1de011f071ed0e58'},1200000000,6,3,240,MUSTIKA JAYA,KOTA BEKASI,2024/02/24,916976681
1510,{'$oid': '65f30e0a1de011f071ed0e59'},590000000,2,2,55,BOJONGGEDE,KAB. BOGOR,2024/02/18,916668400
1511,{'$oid': '65f30e0a1de011f071ed0e5a'},1375000000,3,2,180,RAWALUMBU,KOTA BEKASI,2024/03/14,813121588
1512,{'$oid': '65f30e0a1de011f071ed0e5b'},175000000,2,1,36,SOEKARNO HATTA,KOTA BANDUNG,2024/03/14,917900794
1513,{'$oid': '65f30e0a1de011f071ed0e5c'},1100000000,1,1,90,MEDAN SATRIA,KOTA BEKASI,2024/03/14,821625135
1514,{'$oid': '65f30e0a1de011f071ed0e5d'},1100000000,3,2,120,BEKASI SELATAN,KOTA BEKASI,2024/03/14,822583430
1515,{'$oid': '65f30e0a1de011f071ed0e5e'},670000000,2,1,66,KARAWACI,KOTA TANGERANG,2024/03/14,912037556
1516,{'$oid': '65f30e0a1de011f071ed0e5f'},240000000,2,1,30,CIPAYUNG,KOTA DEPOK,2024/03/14,917900777
1517,{'$oid': '65f30e0a1de011f071ed0e60'},1800000000,5,3,280,JATIASIH,KOTA BEKASI,2024/03/14,822601306
1518,{'$oid': '65f30e0a1de011f071ed0e61'},1850000000,2,2,57,GEDEBAGE,KOTA BANDUNG,2024/03/14,917900763
1519,{'$oid': '65f30e0a1de011f071ed0e62'},{'$numberLong': '3800000000'},7,3,250,TANJUNG PRIOK,JAKARTA UTARA,2024/03/14,822724963
1520,{'$oid': '65f30e0a1de011f071ed0e63'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/14,917900744
1521,{'$oid': '65f30e0a1de011f071ed0e64'},175000000,2,1,36,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/14,917900740
1522,{'$oid': '65f30e0a1de011f071ed0e65'},14000000,4,3,220,CIANJUR,KAB. CIANJUR,2024/01/02,914411646
1523,{'$oid': '65f30e0a1de011f071ed0e66'},425000000,2,2,54,SIMOKERTO,KOTA SURABAYA,2024/02/28,917153397
1524,{'$oid': '65f30e0a1de011f071ed0e67'},1395000000,3,2,98,CENGKARENG,JAKARTA BARAT,2024/02/17,876496666
1525,{'$oid': '65f30e0a1de011f071ed0e68'},280000000,2,1,36,PARUNG,KAB. BOGOR,2024/03/04,917387467
1526,{'$oid': '65f30e0a1de011f071ed0e69'},850000000,4,1,108,MEDAN SATRIA,KOTA BEKASI,2024/03/14,830633862
1527,{'$oid': '65f30e0a1de011f071ed0e6a'},{'$numberLong': '2500000000'},3,2,120,BEKASI UTARA,KOTA BEKASI,2024/03/14,832887745
1528,{'$oid': '65f30e0a1de011f071ed0e6b'},150000000,1,1,98,SOREANG,KAB. BANDUNG,2024/03/14,917900724
1529,{'$oid': '65f30e0a1de011f071ed0e6c'},80000000,3,2,53,GUNUNG SINDUR,KAB. BOGOR,2024/03/14,917900714
1530,{'$oid': '65f30e0a1de011f071ed0e6d'},{'$numberLong': '3500000000'},5,4,177,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/14,917900703
1531,{'$oid': '65f30e0a1de011f071ed0e6e'},500000000,3,2,66,CIOMAS,KAB. BOGOR,2024/03/14,917900702
1532,{'$oid': '65f30e0a1de011f071ed0e6f'},1100000000,4,2,96,TARUMAJAYA,KAB. BEKASI,2024/03/14,843676848
1533,{'$oid': '65f30e0a1de011f071ed0e70'},400000000,3,1,46,TANGERANG,KOTA TANGERANG,2024/03/14,917900695
1534,{'$oid': '65f30e0a1de011f071ed0e71'},600000000,2,2,55,BOGOR BARAT - KOTA,KOTA BOGOR,2024/03/14,917900691
1535,{'$oid': '65f30e0a1de011f071ed0e72'},1000000000,3,2,84,BOGOR SELATAN - KOTA,KOTA BOGOR,2024/03/14,917900690
1536,{'$oid': '65f30e0a1de011f071ed0e73'},240000000,2,1,30,PANCORAN MAS,KOTA DEPOK,2024/03/14,917900686
1537,{'$oid': '65f30e0a1de011f071ed0e74'},{'$numberLong': '5000000000'},3,3,450,KARAWANG BARAT,KAB. KARAWANG,2024/03/06,917468347
1538,{'$oid': '65f30e0a1de011f071ed0e75'},1200000000,1,3,240,MEDAN TIMUR,KOTA MEDAN,2024/01/16,915115609
1539,{'$oid': '65f30e0a1de011f071ed0e76'},{'$numberLong': '4500000000'},3,2,90,TANAH ABANG,JAKARTA PUSAT,2024/02/10,916329193
1540,{'$oid': '65f30e0a1de011f071ed0e77'},750,3,2,140,BALIGE,KAB. TOBA SAMOSIR,2024/01/12,870617953
1541,{'$oid': '65f30e0a1de011f071ed0e78'},{'$numberLong': '5500000000'},5,5,310,PAGEDANGAN,KAB. TANGERANG,2024/03/14,917900683
1542,{'$oid': '65f30e0a1de011f071ed0e79'},1800000000,4,2,140,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917900665
1543,{'$oid': '65f30e0a1de011f071ed0e7a'},500000004,3,2,66,SUKARAJA,KAB. BOGOR,2024/03/14,917900662
1544,{'$oid': '65f30e0a1de011f071ed0e7b'},1900000000,3,2,130,GAYUNGAN,KOTA SURABAYA,2024/03/14,917900649
1545,{'$oid': '65f30e0a1de011f071ed0e7c'},750,5,3,190,LUBUK BEGALUNG,KOTA PADANG,2024/03/14,917900634
1546,{'$oid': '65f30e0a1de011f071ed0e7d'},775000029,2,2,50,CILODONG,KOTA DEPOK,2024/03/14,917900571
1547,{'$oid': '65f30e0a1de011f071ed0e7e'},{'$numberLong': '2700000000'},3,3,150,BEKASI BARAT,KOTA BEKASI,2024/03/14,851135294
1548,{'$oid': '65f30e0a1de011f071ed0e7f'},{'$numberLong': '6500000000'},4,4,200,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,917900524
1549,{'$oid': '65f30e0a1de011f071ed0e80'},535000808,2,1,40,SAWANGAN,KOTA DEPOK,2024/03/14,917900508
1550,{'$oid': '65f30e0a1de011f071ed0e81'},599999206,3,2,64,CILEUNYI,KAB. BANDUNG,2024/03/14,915679681
1551,{'$oid': '65f30e0a1de011f071ed0e82'},{'$numberLong': '5000000000'},4,2,400,DENPASAR SELATAN,KOTA DENPASAR,2024/03/14,917900485
1552,{'$oid': '65f30e0a1de011f071ed0e83'},{'$numberLong': '3000000000'},3,4,165,SAWAHAN,KOTA SURABAYA,2024/03/02,917305817
1553,{'$oid': '65f30e0a1de011f071ed0e84'},923000000,5,4,225,MEDAN SATRIA,KOTA BEKASI,2024/02/19,914045473
1554,{'$oid': '65f30e0a1de011f071ed0e85'},1150000000,4,2,72,CIPUTAT,KOTA TANGERANG SELATAN,2024/02/24,916952002
1555,{'$oid': '65f30e0a1de011f071ed0e86'},557700000,2,2,41,MATRAMAN,JAKARTA TIMUR,2024/03/06,911919688
1556,{'$oid': '65f30e0a1de011f071ed0e87'},800000000,2,1,55,CURUG,KAB. TANGERANG,2024/03/14,917900461
1557,{'$oid': '65f30e0a1de011f071ed0e88'},280000000,3,1,65,BOJONGGEDE,KAB. BOGOR,2024/03/14,917900457
1558,{'$oid': '65f30e0a1de011f071ed0e89'},350000000,2,1,70,SUKODONO,KAB. SIDOARJO,2024/03/14,865886225
1559,{'$oid': '65f30e0a1de011f071ed0e8a'},{'$numberLong': '2200000000'},4,4,131,BEKASI UTARA,KOTA BEKASI,2024/03/14,858138992
1560,{'$oid': '65f30e0a1de011f071ed0e8b'},790002460,3,3,90,MEDAN SELAYANG,KOTA MEDAN,2024/03/14,917900443
1561,{'$oid': '65f30e0a1de011f071ed0e8c'},750000000,3,2,103,SETU,KAB. BEKASI,2024/03/14,858464490
1562,{'$oid': '65f30e0a1de011f071ed0e8d'},1000000000,3,2,36,BEKASI UTARA,KOTA BEKASI,2024/03/14,858651329
1563,{'$oid': '65f30e0a1de011f071ed0e8e'},449000000,2,1,57,BABELAN,KAB. BEKASI,2024/03/14,917900424
1564,{'$oid': '65f30e0a1de011f071ed0e8f'},{'$numberLong': '3400000000'},4,3,196,BEKASI UTARA,KOTA BEKASI,2024/03/14,859731755
1565,{'$oid': '65f30e0a1de011f071ed0e90'},600000001,3,2,60,BOJONGMANGU,KAB. BEKASI,2024/03/14,917900411
1566,{'$oid': '65f30e0a1de011f071ed0e91'},850006444,3,2,72,CILANDAK,JAKARTA SELATAN,2024/03/14,917900402
1567,{'$oid': '65f30e0a1de011f071ed0e92'},{'$numberLong': '2800000000'},4,5,250,TEBET,JAKARTA SELATAN,2024/02/28,841292756
1568,{'$oid': '65f30e0a1de011f071ed0e93'},1375000000,9,9,270,TAPOS,KOTA DEPOK,2024/12/14,913575791
1569,{'$oid': '65f30e0a1de011f071ed0e94'},200000000,2,1,53,MEDAN DELI,KOTA MEDAN,2024/02/23,916936861
1570,{'$oid': '65f30e0a1de011f071ed0e95'},475000000,3,2,70,GAJAH MUNGKUR,KOTA SEMARANG,2024/03/08,807405247
1571,{'$oid': '65f30e0a1de011f071ed0e96'},{'$numberLong': '2600000000'},4,4,151,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,917900382
1572,{'$oid': '65f30e0a1de011f071ed0e97'},1950000000,5,2,130,RAWALUMBU,KOTA BEKASI,2024/03/14,866152819
1573,{'$oid': '65f30e0a1de011f071ed0e98'},900082744,3,2,120,MEDAN KOTA,KOTA MEDAN,2024/03/14,917900371
1574,{'$oid': '65f30e0a1de011f071ed0e99'},1500000000,4,2,100,MEDAN SATRIA,KOTA BEKASI,2024/03/14,866591722
1575,{'$oid': '65f30e0a1de011f071ed0e9a'},1350000000,2,2,55,BEKASI UTARA,KOTA BEKASI,2024/03/14,874535937
1576,{'$oid': '65f30e0a1de011f071ed0e9b'},{'$numberLong': '3000000000'},3,3,210,BABAKAN MADANG,KAB. BOGOR,2024/03/14,917900325
1577,{'$oid': '65f30e0a1de011f071ed0e9c'},{'$numberLong': '4500000000'},4,4,400,REGOL,KOTA BANDUNG,2024/03/14,917900323
1578,{'$oid': '65f30e0a1de011f071ed0e9d'},540000000,3,2,55,CIBEUNYING KIDUL,KOTA BANDUNG,2024/03/14,917900317
1579,{'$oid': '65f30e0a1de011f071ed0e9e'},445000000,2,1,38,MUSTIKA JAYA,KOTA BEKASI,2024/03/14,917900284
1580,{'$oid': '65f30e0a1de011f071ed0e9f'},700000000,2,1,45,PASAR KEMIS,KAB. TANGERANG,2024/03/14,917900275
1581,{'$oid': '65f30e0a1de011f071ed0ea0'},950000000,3,3,75,TARUMAJAYA,KAB. BEKASI,2024/03/14,883066319
1582,{'$oid': '65f30e0a1de011f071ed0ea1'},841000000,2,2,68,CILANDAK,JAKARTA SELATAN,2024/02/02,915941833
1583,{'$oid': '65f30e0a1de011f071ed0ea2'},1200000000,4,3,190,KEDUNGKANDANG,KOTA MALANG,2024/02/19,916707361
1584,{'$oid': '65f30e0a1de011f071ed0ea3'},525000000,2,1,48,GIANYAR,KAB. GIANYAR,2024/03/01,917236338
1585,{'$oid': '65f30e0a1de011f071ed0ea4'},2100000000,5,4,150,MULYOREJO,KOTA SURABAYA,2024/03/06,908490258
1586,{'$oid': '65f30e0a1de011f071ed0ea5'},750002345,3,2,84,MEDAN SUNGGAL,KOTA MEDAN,2024/03/14,917900273
1587,{'$oid': '65f30e0a1de011f071ed0ea6'},1100000000,2,1,90,RAWALUMBU,KOTA BEKASI,2024/03/14,891555417
1588,{'$oid': '65f30e0a1de011f071ed0ea7'},650000000,2,1,65,BEKASI UTARA,KOTA BEKASI,2024/03/14,898926201
1589,{'$oid': '65f30e0a1de011f071ed0ea8'},550000000,3,2,55,CIBEUNYING KALER,KOTA BANDUNG,2024/03/14,917900248
1590,{'$oid': '65f30e0a1de011f071ed0ea9'},{'$numberLong': '1500000000000'},3,2,100,CINAMBO,KOTA BANDUNG,2024/03/14,917900243
1591,{'$oid': '65f30e0a1de011f071ed0eaa'},2000000000,4,3,108,BEKASI TIMUR,KOTA BEKASI,2024/03/14,898934591
1592,{'$oid': '65f30e0a1de011f071ed0eab'},{'$numberLong': '3500000000'},3,3,300,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917900231
1593,{'$oid': '65f30e0a1de011f071ed0eac'},{'$numberLong': '5100000000'},5,4,220,BEKASI UTARA,KOTA BEKASI,2024/03/14,898936940
1594,{'$oid': '65f30e0a1de011f071ed0ead'},500002444,2,1,54,MEDAN SELAYANG,KOTA MEDAN,2024/03/14,917900196
1595,{'$oid': '65f30e0a1de011f071ed0eae'},{'$numberLong': '2600000000'},4,3,122,CAKUNG,JAKARTA TIMUR,2024/03/14,898939162
1596,{'$oid': '65f30e0a1de011f071ed0eaf'},{'$numberLong': '7000000000'},5,4,500,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,917900182
1597,{'$oid': '65f30e0a1de011f071ed0eb0'},1250000000,1,2,48,DUREN SAWIT,JAKARTA TIMUR,2024/02/18,871276905
1598,{'$oid': '65f30e0a1de011f071ed0eb1'},162000000,2,1,40,KEBOMAS,KAB. GRESIK,2024/12/07,913242187
1599,{'$oid': '65f30e0a1de011f071ed0eb2'},1950000000,3,3,150,KUTA SELATAN,BADUNG KAB.,2024/01/06,904258010
1600,{'$oid': '65f30e0a1de011f071ed0eb3'},350000000,3,2,108,TAMPAN,KOTA PEKANBARU,2024/02/17,916616857
1601,{'$oid': '65f30e0a1de011f071ed0eb4'},1590000000,3,1,120,CIMAHI UTARA,KOTA CIMAHI,2024/03/14,916996890
1602,{'$oid': '65f30e0a1de011f071ed0eb5'},799000000,4,2,120,SOEKARNO HATTA,KOTA BANDUNG,2024/03/14,917202958
1603,{'$oid': '65f30e0a1de011f071ed0eb6'},385000000,2,1,42,KURANJI,KOTA PADANG,2024/03/14,917900161
1604,{'$oid': '65f30e0a1de011f071ed0eb7'},975000000,3,2,90,ANTAPANI (CICADAS),KOTA BANDUNG,2024/03/14,917661214
1605,{'$oid': '65f30e0a1de011f071ed0eb8'},850000000,3,2,120,BEKASI UTARA,KOTA BEKASI,2024/03/14,899146572
1606,{'$oid': '65f30e0a1de011f071ed0eb9'},{'$numberLong': '2950000000'},4,4,220,REGOL,KOTA BANDUNG,2024/03/14,917900135
1607,{'$oid': '65f30e0a1de011f071ed0eba'},{'$numberLong': '5600000000'},4,2,222,BABAKAN MADANG,KAB. BOGOR,2024/03/14,917900124
1608,{'$oid': '65f30e0a1de011f071ed0ebb'},890000000,2,2,90,BANTAR GEBANG,KOTA BEKASI,2024/03/14,901374175
1609,{'$oid': '65f30e0a1de011f071ed0ebc'},865000000,2,2,59,BANTAR GEBANG,KOTA BEKASI,2024/03/14,901487378
1610,{'$oid': '65f30e0a1de011f071ed0ebd'},{'$numberLong': '3500000000'},5,4,150,BEKASI UTARA,KOTA BEKASI,2024/03/14,903297318
1611,{'$oid': '65f30e0a1de011f071ed0ebe'},850445000,3,2,72,CINERE,KOTA DEPOK,2024/03/14,917900095
1612,{'$oid': '65f30e0a1de011f071ed0ebf'},960000000,3,2,95,TARUMAJAYA,KAB. BEKASI,2024/03/09,917622766
1613,{'$oid': '65f30e0a1de011f071ed0ec0'},{'$numberLong': '6000000000'},5,3,300,ILIR TIMUR I,KOTA PALEMBANG,2024/02/16,916567387
1614,{'$oid': '65f30e0a1de011f071ed0ec1'},265000000,2,1,60,SUNGGAL,KAB. DELI SERDANG,2024/01/14,900009757
1615,{'$oid': '65f30e0a1de011f071ed0ec2'},395000000,2,1,36,SAWANGAN,KOTA DEPOK,2024/02/12,916407861
1616,{'$oid': '65f30e0a1de011f071ed0ec3'},600000000,2,2,56,MEDAN JOHOR,KOTA MEDAN,2024/03/14,917900093
1617,{'$oid': '65f30e0a1de011f071ed0ec4'},1800000000,5,4,97,BEKASI UTARA,KOTA BEKASI,2024/03/14,903781038
1618,{'$oid': '65f30e0a1de011f071ed0ec5'},650004416,3,2,76,MEDAN AMPLAS,KOTA MEDAN,2024/03/14,917900065
1619,{'$oid': '65f30e0a1de011f071ed0ec6'},240000000,2,1,30,LIMO,KOTA DEPOK,2024/03/14,917900055
1620,{'$oid': '65f30e0a1de011f071ed0ec7'},{'$numberLong': '3900000000'},5,4,192,BEKASI UTARA,KOTA BEKASI,2024/03/14,904181176
1621,{'$oid': '65f30e0a1de011f071ed0ec8'},{'$numberLong': '5500000000'},4,4,255,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,915339665
1622,{'$oid': '65f30e0a1de011f071ed0ec9'},{'$numberLong': '2375000000'},3,3,110,RAWALUMBU,KOTA BEKASI,2024/03/14,904203630
1623,{'$oid': '65f30e0a1de011f071ed0eca'},850000070,3,2,72,PANCORAN MAS,KOTA DEPOK,2024/03/14,917900012
1624,{'$oid': '65f30e0a1de011f071ed0ecb'},{'$numberLong': '4300000000'},4,4,250,BEKASI UTARA,KOTA BEKASI,2024/03/14,904466739
1625,{'$oid': '65f30e0a1de011f071ed0ecc'},{'$numberLong': '7000000000'},4,4,350,BABAKAN MADANG,KAB. BOGOR,2024/03/14,917900009
1626,{'$oid': '65f30e0a1de011f071ed0ecd'},240000000,2,1,30,CINERE,KOTA DEPOK,2024/03/14,917900002
1627,{'$oid': '65f30e0a1de011f071ed0ece'},{'$numberLong': '2400000000'},5,3,138,RUNGKUT,KOTA SURABAYA,2024/02/27,917106880
1628,{'$oid': '65f30e0a1de011f071ed0ecf'},920000000,2,4,144,BOJONGGEDE,KAB. BOGOR,2024/02/24,916965839
1629,{'$oid': '65f30e0a1de011f071ed0ed0'},{'$numberLong': '4750000000'},9,9,300,KEMBANGAN,JAKARTA BARAT,2024/02/12,914925092
1630,{'$oid': '65f30e0a1de011f071ed0ed1'},{'$numberLong': '3000000000'},3,3,127,PADEMANGAN,JAKARTA UTARA,2024/03/01,917270667
1631,{'$oid': '65f30e0a1de011f071ed0ed2'},1700000000,4,3,120,KALIDERES,JAKARTA BARAT,2024/03/14,917899989
1632,{'$oid': '65f30e0a1de011f071ed0ed3'},{'$numberLong': '2500000000'},3,3,130,BEKASI UTARA,KOTA BEKASI,2024/03/14,905485615
1633,{'$oid': '65f30e0a1de011f071ed0ed4'},450000000,2,1,36,BOGOR BARAT - KOTA,KOTA BOGOR,2024/03/14,917899980
1634,{'$oid': '65f30e0a1de011f071ed0ed5'},550002444,3,2,84,MEDAN HELVETIA,KOTA MEDAN,2024/03/14,917899967
1635,{'$oid': '65f30e0a1de011f071ed0ed6'},240000000,2,1,30,BEJI,KOTA DEPOK,2024/03/14,917899966
1636,{'$oid': '65f30e0a1de011f071ed0ed7'},{'$numberLong': '3500000000'},5,4,193,BEKASI UTARA,KOTA BEKASI,2024/03/14,907870363
1637,{'$oid': '65f30e0a1de011f071ed0ed8'},550000000,2,1,90,MEDAN JOHOR,KOTA MEDAN,2024/03/14,917899959
1638,{'$oid': '65f30e0a1de011f071ed0ed9'},{'$numberLong': '2880000000'},4,3,300,GAYUNGAN,KOTA SURABAYA,2024/03/14,917899937
1639,{'$oid': '65f30e0a1de011f071ed0eda'},{'$numberLong': '2500000000'},3,3,118,BEKASI SELATAN,KOTA BEKASI,2024/03/14,908060562
1640,{'$oid': '65f30e0a1de011f071ed0edb'},1200000001,2,2,64,TANGERANG,KOTA TANGERANG,2024/03/14,917899930
1641,{'$oid': '65f30e0a1de011f071ed0edc'},595008241,2,1,50,MEDAN SELAYANG,KOTA MEDAN,2024/03/14,917899920
1642,{'$oid': '65f30e0a1de011f071ed0edd'},{'$numberLong': '4000000000'},5,2,200,KRAMAT JATI,JAKARTA TIMUR,2024/03/11,917718425
1643,{'$oid': '65f30e0a1de011f071ed0ede'},{'$numberLong': '3200000000'},1,4,190,MEDAN KOTA,KOTA MEDAN,2024/03/09,917624044
1644,{'$oid': '65f30e0a1de011f071ed0edf'},500000006,2,1,45,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,2024/03/02,916994503
1645,{'$oid': '65f30e0a1de011f071ed0ee0'},690000000,2,1,46,SAWANGAN,KOTA DEPOK,2024/03/14,917869989
1646,{'$oid': '65f30e0a1de011f071ed0ee1'},1685000000,5,3,85,TAMBUN SELATAN,KAB. BEKASI,2024/03/14,908068900
1647,{'$oid': '65f30e0a1de011f071ed0ee2'},240000000,2,1,30,PANCORAN MAS,KOTA DEPOK,2024/03/14,917899901
1648,{'$oid': '65f30e0a1de011f071ed0ee3'},825000000,3,2,100,BATURADEN,KAB. BANYUMAS,2024/03/14,917899870
1649,{'$oid': '65f30e0a1de011f071ed0ee4'},511000000,2,2,46,PANCORAN MAS,KOTA DEPOK,2024/03/14,917899868
1650,{'$oid': '65f30e0a1de011f071ed0ee5'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/14,917899849
1651,{'$oid': '65f30e0a1de011f071ed0ee6'},{'$numberLong': '5500000000'},7,4,350,REGOL,KOTA BANDUNG,2024/03/14,917899838
1652,{'$oid': '65f30e0a1de011f071ed0ee7'},{'$numberLong': '4000000000'},3,3,155,BEKASI UTARA,KOTA BEKASI,2024/03/14,908804644
1653,{'$oid': '65f30e0a1de011f071ed0ee8'},1000000009,3,2,72,PASAR MINGGU,JAKARTA SELATAN,2024/03/14,917899830
1654,{'$oid': '65f30e0a1de011f071ed0ee9'},1300000000,2,1,72,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917899828
1655,{'$oid': '65f30e0a1de011f071ed0eea'},{'$numberLong': '2450000000'},4,4,146,BEKASI UTARA,KOTA BEKASI,2024/03/14,908811818
1656,{'$oid': '65f30e0a1de011f071ed0eeb'},{'$numberLong': '4100000000'},4,4,193,BEKASI UTARA,KOTA BEKASI,2024/03/14,909147105
