,_id,price,bedroom,bathroom,area,district,city,releaseDate,id
1274,{'$oid': '65f1cf711cce7fedceff55f8'},170,2,1,70,BALEENDAH,KAB. BANDUNG,2024/03/13,917850204
1275,{'$oid': '65f1cf711cce7fedceff55f9'},400000000,2,1,60,CILEUNGSI,KAB. BOGOR,2024/03/13,917850137
1276,{'$oid': '65f1cf711cce7fedceff55fa'},{'$numberLong': '19800000000'},4,5,800,WIYUNG,KOTA SURABAYA,2024/03/13,917850132
1277,{'$oid': '65f1cf711cce7fedceff55fb'},600000000,2,1,55,CENGKARENG,JAKARTA BARAT,2024/03/13,917850082
1278,{'$oid': '65f1cf711cce7fedceff55fc'},{'$numberLong': '2200000000'},5,4,256,GUNUNGANYAR,KOTA SURABAYA,2024/03/13,917850076
1279,{'$oid': '65f1cf711cce7fedceff55fd'},400000000,4,2,70,PEKANBARU KOTA,KOTA PEKANBARU,2024/03/13,917850041
1280,{'$oid': '65f30e0a1de011f071ed0d73'},490000000,3,1,81,CIOMAS,KAB. BOGOR,2024/03/04,873831561
1281,{'$oid': '65f30e0a1de011f071ed0d74'},157500000,2,1,72,SERANG,KOTA SERANG,2024/03/09,908694399
1282,{'$oid': '65f30e0a1de011f071ed0d75'},1,2,1,93,KALIWATES,KAB. JEMBER,2024/01/17,911850721
1283,{'$oid': '65f30e0a1de011f071ed0d76'},1240000000,4,3,160,MEDAN TUNTUNGAN,KOTA MEDAN,2024/02/20,916765094
1284,{'$oid': '65f30e0a1de011f071ed0d77'},1150000452,3,2,120,WIROBRAJAN,KOTA YOGYAKARTA,2024/03/14,917902684
1285,{'$oid': '65f30e0a1de011f071ed0d78'},389000033,2,1,45,KASIHAN,KAB. BANTUL,2024/03/14,917902669
1286,{'$oid': '65f30e0a1de011f071ed0d79'},200000000,2,1,36,CITAYAM,KOTA DEPOK,2024/03/14,917902662
1287,{'$oid': '65f30e0a1de011f071ed0d7a'},{'$numberLong': '4300000000'},6,4,330,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,917902649
1288,{'$oid': '65f30e0a1de011f071ed0d7b'},{'$numberLong': '3950000000'},4,2,270,SAMBIKEREP,KOTA SURABAYA,2024/03/14,917902646
1289,{'$oid': '65f30e0a1de011f071ed0d7c'},240000000,2,1,30,CIPAYUNG,KOTA DEPOK,2024/03/14,917902643
1290,{'$oid': '65f30e0a1de011f071ed0d7d'},555000000,3,2,72,BANYUMANIK,KOTA SEMARANG,2024/03/14,916304138
1291,{'$oid': '65f30e0a1de011f071ed0d7e'},{'$numberLong': '12000000000'},3,3,500,DAGO,KAB. BANDUNG,2024/03/14,902900762
1292,{'$oid': '65f30e0a1de011f071ed0d7f'},{'$numberLong': '12000000000'},3,3,712,SUMUR BANDUNG,KOTA BANDUNG,2024/03/14,902901086
1293,{'$oid': '65f30e0a1de011f071ed0d80'},1200000000,5,2,185,SEMARANG TIMUR,KOTA SEMARANG,2024/03/14,917807844
1294,{'$oid': '65f30e0a1de011f071ed0d81'},{'$numberLong': '5500000000'},4,4,255,PADALARANG,KAB. BANDUNG BARAT,2024/03/14,903696797
1295,{'$oid': '65f30e0a1de011f071ed0d82'},{'$numberLong': '3000000000'},4,2,100,BEKASI BARAT,KOTA BEKASI,2024/02/18,916647737
1296,{'$oid': '65f30e0a1de011f071ed0d83'},19000000,2,1,60,MUSTIKA JAYA,KOTA BEKASI,2024/03/04,917390885
1297,{'$oid': '65f30e0a1de011f071ed0d84'},169000000,1,1,35,PANCORAN MAS,KOTA DEPOK,2024/02/10,914117202
1298,{'$oid': '65f30e0a1de011f071ed0d85'},895000000,3,2,71,CEMPAKA PUTIH,JAKARTA PUSAT,2024/03/13,917818238
1299,{'$oid': '65f30e0a1de011f071ed0d86'},200000000,2,1,36,CITAYAM,KOTA DEPOK,2024/03/14,917902610
1300,{'$oid': '65f30e0a1de011f071ed0d87'},240000000,2,1,30,BOJONGSARI,KOTA DEPOK,2024/03/14,917902603
1301,{'$oid': '65f30e0a1de011f071ed0d88'},841000000,2,2,55,KARAWACI,KOTA TANGERANG,2024/03/14,917902597
1302,{'$oid': '65f30e0a1de011f071ed0d89'},{'$numberLong': '2500000000'},3,2,123,DAGO,KAB. BANDUNG,2024/03/14,904504207
1303,{'$oid': '65f30e0a1de011f071ed0d8a'},390000055,2,1,45,GAMPING,KAB. SLEMAN,2024/03/14,917902594
1304,{'$oid': '65f30e0a1de011f071ed0d8b'},950000000,1,1,130,MOJOANYAR,KAB. MOJOKERTO,2024/03/14,917902591
1305,{'$oid': '65f30e0a1de011f071ed0d8c'},{'$numberLong': '10500000000'},4,7,700,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,917902590
1306,{'$oid': '65f30e0a1de011f071ed0d8d'},{'$numberLong': '4300000000'},5,5,228,CIBEUNYING KALER,KOTA BANDUNG,2024/03/14,915703886
1307,{'$oid': '65f30e0a1de011f071ed0d8e'},400000000,2,1,45,PANCORAN MAS,KOTA DEPOK,2024/03/14,914981199
1308,{'$oid': '65f30e0a1de011f071ed0d8f'},240000000,2,1,30,CINERE,KOTA DEPOK,2024/03/14,917902572
1309,{'$oid': '65f30e0a1de011f071ed0d90'},{'$numberLong': '39000000000'},7,5,800,CIDADAP,KOTA BANDUNG,2024/03/14,915725908
1310,{'$oid': '65f30e0a1de011f071ed0d91'},1359000000,3,2,80,CIPAYUNG,JAKARTA TIMUR,2024/03/14,917902556
1311,{'$oid': '65f30e0a1de011f071ed0d92'},2100000000,4,2,123,COBLONG,KOTA BANDUNG,2024/02/07,916194624
1312,{'$oid': '65f30e0a1de011f071ed0d93'},360000000,3,1,90,UNGARAN BARAT,KAB. SEMARANG,2024/03/09,917643261
1313,{'$oid': '65f30e0a1de011f071ed0d94'},{'$numberLong': '5000000000'},4,3,350,CISARUA,KAB. BOGOR,2024/12/23,914023208
1314,{'$oid': '65f30e0a1de011f071ed0d95'},635000000,2,1,60,PONDOK AREN,KOTA TANGERANG SELATAN,2024/02/19,916730590
1315,{'$oid': '65f30e0a1de011f071ed0d96'},800000000,3,3,68,SAWAH BESAR,JAKARTA PUSAT,2024/03/14,917902547
1316,{'$oid': '65f30e0a1de011f071ed0d97'},1200000000,3,3,192,MEDAN DENAI,KOTA MEDAN,2024/03/14,911490188
1317,{'$oid': '65f30e0a1de011f071ed0d98'},389000055,2,1,45,GAMPING,KAB. SLEMAN,2024/03/14,917902513
1318,{'$oid': '65f30e0a1de011f071ed0d99'},240000000,2,1,30,BEJI,KOTA DEPOK,2024/03/14,917902509
1319,{'$oid': '65f30e0a1de011f071ed0d9a'},423000155,2,1,45,WIROBRAJAN,KOTA YOGYAKARTA,2024/03/14,917902508
1320,{'$oid': '65f30e0a1de011f071ed0d9b'},841000000,2,2,55,KARANG TENGAH,KOTA TANGERANG,2024/03/14,917902494
1321,{'$oid': '65f30e0a1de011f071ed0d9c'},300000000,2,1,52,SAWANGAN,KOTA DEPOK,2024/03/14,917902489
1322,{'$oid': '65f30e0a1de011f071ed0d9d'},900000008,2,2,50,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,917902472
1323,{'$oid': '65f30e0a1de011f071ed0d9e'},{'$numberLong': '7000000000'},7,4,350,SUKASARI,KOTA BANDUNG,2024/03/14,917902433
1324,{'$oid': '65f30e0a1de011f071ed0d9f'},240000000,2,1,30,KEBAYORAN LAMA,JAKARTA SELATAN,2024/03/14,917902424
1325,{'$oid': '65f30e0a1de011f071ed0da0'},385000055,2,1,45,GAMPING,KAB. SLEMAN,2024/03/14,917902420
1326,{'$oid': '65f30e0a1de011f071ed0da1'},{'$numberLong': '2300000000'},5,2,200,KELAPA GADING,JAKARTA UTARA,2024/03/14,889885069
1327,{'$oid': '65f30e0a1de011f071ed0da2'},600000000,2,1,60,BEKASI UTARA,KOTA BEKASI,2024/11/07,902476976
1328,{'$oid': '65f30e0a1de011f071ed0da3'},900000000,3,2,100,KALISARI,JAKARTA TIMUR,2024/02/24,916966101
1329,{'$oid': '65f30e0a1de011f071ed0da4'},1600000000,4,3,190,CIPUTAT,KOTA TANGERANG SELATAN,2024/03/03,917353574
1330,{'$oid': '65f30e0a1de011f071ed0da5'},1500000000,3,2,175,CIBINONG,KAB. BOGOR,2024/01/20,910844924
1331,{'$oid': '65f30e0a1de011f071ed0da6'},210000000,1,1,12,TAMAN SARI,JAKARTA BARAT,2024/03/14,917902396
1332,{'$oid': '65f30e0a1de011f071ed0da7'},1500000001,3,2,58,CILEDUG,KOTA TANGERANG,2024/03/14,917902395
1333,{'$oid': '65f30e0a1de011f071ed0da8'},800000000,3,2,60,CIAWI,KAB. BOGOR,2024/03/14,917902381
1334,{'$oid': '65f30e0a1de011f071ed0da9'},240000000,2,1,30,TANJUNG BARAT,JAKARTA SELATAN,2024/03/14,917902378
1335,{'$oid': '65f30e0a1de011f071ed0daa'},500000000,2,1,50,KELAPA DUA,KAB. TANGERANG,2024/03/14,915643054
1336,{'$oid': '65f30e0a1de011f071ed0dab'},565000000,2,1,45,LIMO,KOTA DEPOK,2024/03/14,917902362
1337,{'$oid': '65f30e0a1de011f071ed0dac'},841000000,2,2,55,GADING SERPONG,KOTA TANGERANG,2024/03/14,917902351
1338,{'$oid': '65f30e0a1de011f071ed0dad'},240000000,2,1,30,SETIA BUDI,JAKARTA SELATAN,2024/03/14,917902333
1339,{'$oid': '65f30e0a1de011f071ed0dae'},900000000,2,1,80,KELAPA DUA,KAB. TANGERANG,2024/03/14,915690581
1340,{'$oid': '65f30e0a1de011f071ed0daf'},210000000,1,1,60,SUKATANI,KAB. BEKASI,2024/03/14,917902319
1341,{'$oid': '65f30e0a1de011f071ed0db0'},672900064,2,1,45,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/14,917902312
1342,{'$oid': '65f30e0a1de011f071ed0db1'},765000000,2,2,102,KALASAN,KAB. SLEMAN,2024/01/29,915756465
1343,{'$oid': '65f30e0a1de011f071ed0db2'},550000000,3,3,100,PELABUHANRATU,KAB. SUKABUMI,2024/01/06,866878591
1344,{'$oid': '65f30e0a1de011f071ed0db3'},{'$numberLong': '2500000000'},4,2,120,SUKOLILO,KOTA SURABAYA,2024/03/06,917134842
1345,{'$oid': '65f30e0a1de011f071ed0db4'},{'$numberLong': '4300000000'},2,3,167,KUTA UTARA,BADUNG KAB.,2024/02/09,916275702
1346,{'$oid': '65f30e0a1de011f071ed0db5'},{'$numberLong': '2300000000'},3,3,100,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,917902307
1347,{'$oid': '65f30e0a1de011f071ed0db6'},240000000,2,1,30,PESANGGRAHAN,JAKARTA SELATAN,2024/03/14,917902282
1348,{'$oid': '65f30e0a1de011f071ed0db7'},800000000,3,3,64,PAMULANG,KOTA TANGERANG SELATAN,2024/03/14,917902265
1349,{'$oid': '65f30e0a1de011f071ed0db8'},600000000,2,1,55,BEJI,KOTA DEPOK,2024/03/14,917902245
1350,{'$oid': '65f30e0a1de011f071ed0db9'},1000000000,3,2,50,TANGERANG,KOTA TANGERANG,2024/03/14,917902242
1351,{'$oid': '65f30e0a1de011f071ed0dba'},200000000,1,1,50,CIPOCOK JAYA,KOTA SERANG,2024/03/14,917902240
1352,{'$oid': '65f30e0a1de011f071ed0dbb'},240000000,2,1,30,JAGAKARSA,JAKARTA SELATAN,2024/03/14,917902239
1353,{'$oid': '65f30e0a1de011f071ed0dbc'},200000000,2,1,123456,CEMPAKA,KOTA BANJARBARU,2024/03/14,917902235
1354,{'$oid': '65f30e0a1de011f071ed0dbd'},295000000,2,1,40,PURWAKARTA,KAB. PURWAKARTA,2024/03/14,917902219
1355,{'$oid': '65f30e0a1de011f071ed0dbe'},500000000,2,1,40,CITAYAM,KOTA DEPOK,2024/03/14,917902202
1356,{'$oid': '65f30e0a1de011f071ed0dbf'},841000000,2,2,55,BATUCEPER,KOTA TANGERANG,2024/03/14,917902191
1357,{'$oid': '65f30e0a1de011f071ed0dc0'},{'$numberLong': '5200000000'},5,4,315,MAKASSAR,KOTA MAKASSAR,2024/02/01,915923963
1358,{'$oid': '65f30e0a1de011f071ed0dc1'},625000000,3,2,72,KRAMAT JATI,JAKARTA TIMUR,2024/07/17,901594324
1359,{'$oid': '65f30e0a1de011f071ed0dc2'},180000000,2,1,72,KALIDONI,KOTA PALEMBANG,2024/02/23,916898460
1360,{'$oid': '65f30e0a1de011f071ed0dc3'},735000000,3,2,60,CIMANGGIS,KOTA DEPOK,2024/02/05,907790942
1361,{'$oid': '65f30e0a1de011f071ed0dc4'},240000000,2,1,30,PASAR MINGGU,JAKARTA SELATAN,2024/03/14,917902172
1362,{'$oid': '65f30e0a1de011f071ed0dc5'},850000000,2,2,60,BEKASI BARAT,KOTA BEKASI,2024/03/14,917902171
1363,{'$oid': '65f30e0a1de011f071ed0dc6'},275000000,2,1,55,SAWANGAN,KOTA DEPOK,2024/03/14,917902169
1364,{'$oid': '65f30e0a1de011f071ed0dc7'},{'$numberLong': '6980000000'},6,4,170,UMBULHARJO,KOTA YOGYAKARTA,2024/03/14,917902152
1365,{'$oid': '65f30e0a1de011f071ed0dc8'},{'$numberLong': '2550000000'},4,4,180,KEBON JERUK,JAKARTA BARAT,2024/03/14,917902134
1366,{'$oid': '65f30e0a1de011f071ed0dc9'},{'$numberLong': '3400000000'},3,4,200,GUBENG,KOTA SURABAYA,2024/03/14,917902133
1367,{'$oid': '65f30e0a1de011f071ed0dca'},{'$numberLong': '2450000000'},4,3,203,ANTAPANI (CICADAS),KOTA BANDUNG,2024/03/14,917902119
1368,{'$oid': '65f30e0a1de011f071ed0dcb'},240000000,2,1,30,PANCORAN,JAKARTA SELATAN,2024/03/14,917902118
1369,{'$oid': '65f30e0a1de011f071ed0dcc'},{'$numberLong': '4700000000'},5,4,210,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,917902100
1370,{'$oid': '65f30e0a1de011f071ed0dcd'},{'$numberLong': '21500000000'},7,6,800,KEBAYORAN BARU,JAKARTA SELATAN,2024/03/14,917902099
1371,{'$oid': '65f30e0a1de011f071ed0dce'},480000000,2,1,50,PAMULANG,KOTA TANGERANG SELATAN,2024/03/14,917902089
1372,{'$oid': '65f30e0a1de011f071ed0dcf'},650000000,2,2,80,KARANG TANJUNG,KAB. PANDEGLANG,2024/02/18,914441046
1373,{'$oid': '65f30e0a1de011f071ed0dd0'},{'$numberLong': '2250000000'},3,2,200,LOWOKWARU,KOTA MALANG,2024/01/16,900226044
1374,{'$oid': '65f30e0a1de011f071ed0dd1'},640000000,2,2,62,SEDATI,KAB. SIDOARJO,2024/02/20,916762486
1375,{'$oid': '65f30e0a1de011f071ed0dd2'},1250000000,4,2,114,MEDAN AMPLAS,KOTA MEDAN,2024/02/25,916999388
1376,{'$oid': '65f30e0a1de011f071ed0dd3'},{'$numberLong': '21000000000'},4,3,600,CILANDAK,JAKARTA SELATAN,2024/03/14,917902083
1377,{'$oid': '65f30e0a1de011f071ed0dd4'},240000000,2,1,30,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/14,917902066
1378,{'$oid': '65f30e0a1de011f071ed0dd5'},1450000000,4,1,156,CIPONDOH,KOTA TANGERANG,2024/03/14,844606707
1379,{'$oid': '65f30e0a1de011f071ed0dd6'},{'$numberLong': '2780000000'},10,10,440,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/14,917902027
1380,{'$oid': '65f30e0a1de011f071ed0dd7'},240000000,2,1,30,PANCORAN MAS,KOTA DEPOK,2024/03/14,917902022
1381,{'$oid': '65f30e0a1de011f071ed0dd8'},1350000000,4,2,144,LUBUK BAJA,KOTA BATAM,2024/03/14,917902010
1382,{'$oid': '65f30e0a1de011f071ed0dd9'},382900055,2,1,45,GAMPING,KAB. SLEMAN,2024/03/14,917901997
1383,{'$oid': '65f30e0a1de011f071ed0dda'},400000001,3,1,46,TANGERANG,KOTA TANGERANG,2024/03/14,917901992
1384,{'$oid': '65f30e0a1de011f071ed0ddb'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/14,917901975
1385,{'$oid': '65f30e0a1de011f071ed0ddc'},841000000,2,2,55,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917901970
1386,{'$oid': '65f30e0a1de011f071ed0ddd'},722222222,2,1,75,BLIMBING,KOTA MALANG,2024/03/14,917901953
1387,{'$oid': '65f30e0a1de011f071ed0dde'},750000000,3,3,193,SAMBUTAN,KOTA SAMARINDA,2024/03/11,917714629
1388,{'$oid': '65f30e0a1de011f071ed0ddf'},850000000,3,2,108,ARCAMANIK,KOTA BANDUNG,2024/01/31,891720758
1389,{'$oid': '65f30e0a1de011f071ed0de0'},880000000,3,2,100,CIRACAS,JAKARTA TIMUR,2024/02/19,914505308
1390,{'$oid': '65f30e0a1de011f071ed0de1'},999000000,2,2,120,CIMANGGIS,KOTA DEPOK,2024/01/28,915691806
1391,{'$oid': '65f30e0a1de011f071ed0de2'},{'$numberLong': '3450000001'},6,5,200,SERPONG UTARA,KOTA TANGERANG SELATAN,2024/03/14,896958556
1392,{'$oid': '65f30e0a1de011f071ed0de3'},1260000000,3,2,85,JATI SAMPURNA,KOTA BEKASI,2024/03/14,917901926
1393,{'$oid': '65f30e0a1de011f071ed0de4'},378500055,2,1,45,GAMPING,KAB. SLEMAN,2024/03/14,917901918
1394,{'$oid': '65f30e0a1de011f071ed0de5'},820000001,2,1,54,SAWANGAN,KOTA DEPOK,2024/03/14,885328494
1395,{'$oid': '65f30e0a1de011f071ed0de6'},{'$numberLong': '2500000001'},4,3,250,CISAUK,KAB. TANGERANG,2024/03/14,885443125
1396,{'$oid': '65f30e0a1de011f071ed0de7'},435000000,2,2,55,SUKABUMI,KOTA BANDAR LAMPUNG,2024/03/14,917901907
1397,{'$oid': '65f30e0a1de011f071ed0de8'},780000000,2,1,85,TANJUNG DUREN,JAKARTA BARAT,2024/03/14,914684026
1398,{'$oid': '65f30e0a1de011f071ed0de9'},{'$numberLong': '18000000001'},9,5,265,PALMERAH,JAKARTA BARAT,2024/03/14,902638302
1399,{'$oid': '65f30e0a1de011f071ed0dea'},1350000001,3,3,120,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,902638641
1400,{'$oid': '65f30e0a1de011f071ed0deb'},850000000,3,1,110,DAYEUHKOLOT,KAB. BANDUNG,2024/03/14,917901850
1401,{'$oid': '65f30e0a1de011f071ed0dec'},{'$numberLong': '2400000001'},4,2,200,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,910578311
1402,{'$oid': '65f30e0a1de011f071ed0ded'},1900000000,1,1,265,KARANGPLOSO,KAB. MALANG,2024/03/13,917825564
1403,{'$oid': '65f30e0a1de011f071ed0dee'},228000000,2,1,30,TENJO,KAB. BOGOR,2024/02/06,883197719
1404,{'$oid': '65f30e0a1de011f071ed0def'},500000000,2,2,77,BOJONGSARI,KOTA DEPOK,2024/03/03,917343972
1405,{'$oid': '65f30e0a1de011f071ed0df0'},575000000,2,1,67,BEKASI TIMUR,KOTA BEKASI,2024/02/17,916601122
1406,{'$oid': '65f30e0a1de011f071ed0df1'},{'$numberLong': '3500000000'},4,2,140,CILANDAK,JAKARTA SELATAN,2024/03/14,917901839
1407,{'$oid': '65f30e0a1de011f071ed0df2'},{'$numberLong': '3400000001'},5,3,148,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,913541878
1408,{'$oid': '65f30e0a1de011f071ed0df3'},250000000,2,1,42,SAWANGAN,KOTA DEPOK,2024/03/14,917901827
1409,{'$oid': '65f30e0a1de011f071ed0df4'},395000000,2,1,45,KLARI,KAB. KARAWANG,2024/03/14,917901809
1410,{'$oid': '65f30e0a1de011f071ed0df5'},1400000000,5,3,105,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,901571010
1411,{'$oid': '65f30e0a1de011f071ed0df6'},410000000,2,1,50,PARUNG,KAB. BOGOR,2024/03/14,917901797
1412,{'$oid': '65f30e0a1de011f071ed0df7'},{'$numberLong': '4900000000'},4,4,220,CISAUK,KAB. TANGERANG,2024/03/14,917901773
1413,{'$oid': '65f30e0a1de011f071ed0df8'},841000000,2,2,55,CIPUTAT,KOTA TANGERANG SELATAN,2024/03/14,917901749
1414,{'$oid': '65f30e0a1de011f071ed0df9'},1400000000,10,10,200,CIKARANG UTARA,KAB. BEKASI,2024/03/14,824774516
1415,{'$oid': '65f30e0a1de011f071ed0dfa'},1600000000,3,2,100,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,913453168
1416,{'$oid': '65f30e0a1de011f071ed0dfb'},1975000000,5,2,185,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/14,913142400
1417,{'$oid': '65f30e0a1de011f071ed0dfc'},1650000000,2,3,94,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/02,917303631
1418,{'$oid': '65f30e0a1de011f071ed0dfd'},890000,2,1,110,PASAR MINGGU,JAKARTA SELATAN,2024/01/26,913268233
1419,{'$oid': '65f30e0a1de011f071ed0dfe'},1350000000,3,3,95,PEDURUNGAN,KOTA SEMARANG,2024/03/11,914124541
1420,{'$oid': '65f30e0a1de011f071ed0dff'},1699999000,4,3,225,KOJA,JAKARTA UTARA,2024/02/19,907130710
1421,{'$oid': '65f30e0a1de011f071ed0e00'},841000000,2,2,55,PAMULANG,KOTA TANGERANG SELATAN,2024/03/14,917901646
1422,{'$oid': '65f30e0a1de011f071ed0e01'},{'$numberLong': '8000000000'},3,1,150,TEBET,JAKARTA SELATAN,2024/03/14,917901620
1423,{'$oid': '65f30e0a1de011f071ed0e02'},1500000000,4,4,217,SENEN,JAKARTA PUSAT,2024/03/14,916640831
1424,{'$oid': '65f30e0a1de011f071ed0e03'},{'$numberLong': '5500000000'},6,2,151,TEBET,JAKARTA SELATAN,2024/03/14,917901594
1425,{'$oid': '65f30e0a1de011f071ed0e04'},672000000,2,1,45,BOJONGSOANG,KAB. BANDUNG,2024/03/14,917901580
1426,{'$oid': '65f30e0a1de011f071ed0e05'},1350000000,4,2,144,BATAM KOTA,KOTA BATAM,2024/03/14,917901579
1427,{'$oid': '65f30e0a1de011f071ed0e06'},1100000000,2,2,46,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917901575
1428,{'$oid': '65f30e0a1de011f071ed0e07'},27538000,2,1,36,PARUNG,KAB. BOGOR,2024/03/14,917901571
1429,{'$oid': '65f30e0a1de011f071ed0e08'},{'$numberLong': '6300000000'},7,4,347,CILEUNGSI,KAB. BOGOR,2024/03/14,917901564
1430,{'$oid': '65f30e0a1de011f071ed0e09'},634998000,2,2,50,LOWOKWARU,KOTA MALANG,2024/03/14,906016399
1431,{'$oid': '65f30e0a1de011f071ed0e0a'},841000000,2,2,55,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/14,917901529
1432,{'$oid': '65f30e0a1de011f071ed0e0b'},1235000000,3,3,150,CIKARANG TIMUR,KAB. BEKASI,2024/03/05,875833009
1433,{'$oid': '65f30e0a1de011f071ed0e0c'},850000000,4,2,110,KARANG TENGAH,KOTA TANGERANG,2024/03/05,917460424
1434,{'$oid': '65f30e0a1de011f071ed0e0d'},269900000,1,1,20,CIMAHI UTARA,KOTA CIMAHI,2024/02/29,917205561
1435,{'$oid': '65f30e0a1de011f071ed0e0e'},841714200,2,2,67,CILANDAK,JAKARTA SELATAN,2024/03/04,914741639
1436,{'$oid': '65f30e0a1de011f071ed0e0f'},782355000,3,2,65,PORONG,KAB. SIDOARJO,2024/03/14,909575357
1437,{'$oid': '65f30e0a1de011f071ed0e10'},600000071,3,2,65,SERPONG,KOTA TANGERANG SELATAN,2024/03/14,917901463
1438,{'$oid': '65f30e0a1de011f071ed0e11'},315000000,2,1,52,SAWANGAN,KOTA DEPOK,2024/03/14,917901445
1439,{'$oid': '65f30e0a1de011f071ed0e12'},841000000,2,2,55,PESANGGRAHAN,JAKARTA SELATAN,2024/03/14,917901433
1440,{'$oid': '65f30e0a1de011f071ed0e13'},634990000,2,2,50,BATU,KOTA BATU,2024/03/14,905910416
1441,{'$oid': '65f30e0a1de011f071ed0e14'},635100000,2,2,50,WARU,KAB. SIDOARJO,2024/03/14,906465287
1442,{'$oid': '65f30e0a1de011f071ed0e15'},635055000,2,2,50,BATU,KOTA BATU,2024/03/14,909824544
1443,{'$oid': '65f30e0a1de011f071ed0e16'},{'$numberLong': '3000000000'},3,2,110,PALMERAH,JAKARTA BARAT,2024/03/14,917901389
1444,{'$oid': '65f30e0a1de011f071ed0e17'},635077000,2,2,52,BUDURAN,KAB. SIDOARJO,2024/03/14,913260651
1445,{'$oid': '65f30e0a1de011f071ed0e18'},300000000,2,1,45,SAWANGAN,KOTA DEPOK,2024/03/14,917901371
1446,{'$oid': '65f30e0a1de011f071ed0e19'},{'$numberLong': '6000000000'},4,2,100,JAGAKARSA,JAKARTA SELATAN,2024/03/14,917901354
1447,{'$oid': '65f30e0a1de011f071ed0e1a'},1200000000,3,2,175,SEMARANG BARAT,KOTA SEMARANG,2024/02/28,917156650
1448,{'$oid': '65f30e0a1de011f071ed0e1b'},655000000,3,2,57,KEDUNGKANDANG,KOTA MALANG,2024/02/11,916359376
1449,{'$oid': '65f30e0a1de011f071ed0e1c'},795000000,3,1,72,SUKMAJAYA,KOTA DEPOK,2024/02/03,915997861
1450,{'$oid': '65f30e0a1de011f071ed0e1d'},1500000000,4,4,100,BEKASI BARAT,KOTA BEKASI,2024/03/09,917623674
1451,{'$oid': '65f30e0a1de011f071ed0e1e'},40000000,2,1,30,WERU,KAB. CIREBON,2024/03/14,917901324
1452,{'$oid': '65f30e0a1de011f071ed0e1f'},725000000,4,3,250,METRO BARAT,KOTA METRO,2024/03/14,917901320
1453,{'$oid': '65f30e0a1de011f071ed0e20'},350000000,2,1,40,CANDI,KAB. SIDOARJO,2024/03/14,917901302
1454,{'$oid': '65f30e0a1de011f071ed0e21'},210000000,2,1,40,SAWANGAN,KOTA DEPOK,2024/03/14,917901294
1455,{'$oid': '65f30e0a1de011f071ed0e22'},841000000,2,2,55,KALIDERES,JAKARTA BARAT,2024/03/14,917901282
1456,{'$oid': '65f30e0a1de011f071ed0e23'},1400000000,2,2,147,KARTASURA,KAB. SUKOHARJO,2024/03/14,917901281
1457,{'$oid': '65f30e0a1de011f071ed0e24'},{'$numberLong': '14500000000'},5,5,348,MEGAMENDUNG,KAB. BOGOR,2024/03/14,902334909
1458,{'$oid': '65f30e0a1de011f071ed0e25'},{'$numberLong': '2700000000'},4,2,166,CICENDO,KOTA BANDUNG,2024/03/14,917901259
1459,{'$oid': '65f30e0a1de011f071ed0e26'},{'$numberLong': '2200000000'},3,2,125,MEGAMENDUNG,KAB. BOGOR,2024/03/14,904106943
1460,{'$oid': '65f30e0a1de011f071ed0e27'},375008000,2,1,45,LOWOKWARU,KOTA MALANG,2024/03/14,917901229
1461,{'$oid': '65f30e0a1de011f071ed0e28'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/14,917901204
1462,{'$oid': '65f30e0a1de011f071ed0e29'},240000000,1,2,36,LEGOK,KAB. TANGERANG,2024/03/07,917551427
1463,{'$oid': '65f30e0a1de011f071ed0e2a'},800000000,2,1,98,GAMPING,KAB. SLEMAN,2024/03/14,917886210
1464,{'$oid': '65f30e0a1de011f071ed0e2b'},185000000,2,1,82,PARUNG,KAB. BOGOR,2024/02/19,911754364
1465,{'$oid': '65f30e0a1de011f071ed0e2c'},541000000,2,2,78,CILEUNGSI,KAB. BOGOR,2024/02/28,917141996
1466,{'$oid': '65f30e0a1de011f071ed0e2d'},535000000,2,1,45,LIMO,KOTA DEPOK,2024/03/14,917901198
